term,timestamp,close,confirmed_at,retrospective
short,2012-06-22 00:00:00+00:00,6.6801,2012-06-29 00:00:00+00:00,True
short,2012-06-26 00:00:00+00:00,6.3048,2012-07-03 00:00:00+00:00,True
short,2012-07-19 00:00:00+00:00,9.109800000000002,2012-07-26 00:00:00+00:00,True
short,2012-08-17 00:00:00+00:00,13.5,2012-08-24 00:00:00+00:00,True
short,2012-08-20 00:00:00+00:00,8.0,2012-08-27 00:00:00+00:00,True
short,2012-08-28 00:00:00+00:00,10.95,2012-09-04 00:00:00+00:00,True
short,2012-09-02 00:00:00+00:00,9.9654,2012-09-09 00:00:00+00:00,True
short,2012-09-20 00:00:00+00:00,12.5725,2012-09-27 00:00:00+00:00,True
short,2012-10-04 00:00:00+00:00,12.89,2012-10-11 00:00:00+00:00,True
short,2012-10-27 00:00:00+00:00,10.1706,2012-11-03 00:00:00+00:00,True
short,2012-12-14 00:00:00+00:00,13.7001,2012-12-21 00:00:00+00:00,True
short,2012-12-18 00:00:00+00:00,13.2501,2012-12-25 00:00:00+00:00,True
short,2013-01-03 00:00:00+00:00,13.28,2013-01-10 00:00:00+00:00,True
short,2013-04-10 00:00:00+00:00,230.0,2013-04-17 00:00:00+00:00,True
short,2013-04-17 00:00:00+00:00,68.3557,2013-04-24 00:00:00+00:00,True
short,2013-04-25 00:00:00+00:00,154.2,2013-05-02 00:00:00+00:00,True
short,2013-05-04 00:00:00+00:00,97.75,2013-05-11 00:00:00+00:00,True
short,2013-05-15 00:00:00+00:00,111.5,2013-05-22 00:00:00+00:00,True
short,2013-05-27 00:00:00+00:00,133.48,2013-06-03 00:00:00+00:00,True
short,2013-06-17 00:00:00+00:00,99.51,2013-06-24 00:00:00+00:00,True
short,2013-06-21 00:00:00+00:00,110.15,2013-06-28 00:00:00+00:00,True
short,2013-07-06 00:00:00+00:00,68.431,2013-07-13 00:00:00+00:00,True
short,2013-07-18 00:00:00+00:00,98.5,2013-07-25 00:00:00+00:00,True
short,2013-07-21 00:00:00+00:00,89.3901,2013-07-28 00:00:00+00:00,True
short,2013-07-31 00:00:00+00:00,107.99,2013-08-07 00:00:00+00:00,True
short,2013-08-10 00:00:00+00:00,102.8,2013-08-17 00:00:00+00:00,True
short,2013-09-02 00:00:00+00:00,138.34,2013-09-09 00:00:00+00:00,True
short,2013-09-07 00:00:00+00:00,119.15,2013-09-14 00:00:00+00:00,True
short,2013-09-12 00:00:00+00:00,135.25,2013-09-19 00:00:00+00:00,True
short,2013-09-24 00:00:00+00:00,125.95,2013-10-01 00:00:00+00:00,True
short,2013-09-30 00:00:00+00:00,137.34,2013-10-07 00:00:00+00:00,True
short,2013-10-03 00:00:00+00:00,114.13,2013-10-10 00:00:00+00:00,True
short,2013-10-24 00:00:00+00:00,213.62,2013-10-31 00:00:00+00:00,True
short,2013-12-05 00:00:00+00:00,1151.17,2013-12-12 00:00:00+00:00,True
short,2013-12-08 00:00:00+00:00,698.23,2013-12-15 00:00:00+00:00,True
short,2013-12-19 00:00:00+00:00,522.7,2013-12-26 00:00:00+00:00,True
short,2014-01-07 00:00:00+00:00,953.29,2014-01-14 00:00:00+00:00,True
short,2014-01-27 00:00:00+00:00,885.2799999999999,2014-02-03 00:00:00+00:00,True
short,2014-01-28 00:00:00+00:00,771.39,2014-02-04 00:00:00+00:00,True
short,2014-02-26 00:00:00+00:00,538.71,2014-03-05 00:00:00+00:00,True
short,2014-03-04 00:00:00+00:00,667.76,2014-03-11 00:00:00+00:00,True
short,2014-04-03 00:00:00+00:00,437.14,2014-04-10 00:00:00+00:00,True
short,2014-04-11 00:00:00+00:00,365.176,2014-04-18 00:00:00+00:00,True
short,2014-04-17 00:00:00+00:00,527.395,2014-04-24 00:00:00+00:00,True
short,2014-04-28 00:00:00+00:00,436.39,2014-05-05 00:00:00+00:00,True
short,2014-05-07 00:00:00+00:00,428.962,2014-05-14 00:00:00+00:00,True
short,2014-05-11 00:00:00+00:00,454.433,2014-05-18 00:00:00+00:00,True
short,2014-06-04 00:00:00+00:00,667.605,2014-06-11 00:00:00+00:00,True
short,2014-06-15 00:00:00+00:00,577.358,2014-06-22 00:00:00+00:00,True
short,2014-06-26 00:00:00+00:00,566.336,2014-07-03 00:00:00+00:00,True
short,2014-07-03 00:00:00+00:00,650.879,2014-07-10 00:00:00+00:00,True
short,2014-07-11 00:00:00+00:00,616.838,2014-07-18 00:00:00+00:00,True
short,2014-07-31 00:00:00+00:00,566.849,2014-08-07 00:00:00+00:00,True
short,2014-08-19 00:00:00+00:00,461.424,2014-08-26 00:00:00+00:00,True
short,2014-09-09 00:00:00+00:00,474.789,2014-09-16 00:00:00+00:00,True
short,2014-09-20 00:00:00+00:00,394.709,2014-09-27 00:00:00+00:00,True
short,2014-10-06 00:00:00+00:00,321.77,2014-10-13 00:00:00+00:00,True
short,2014-10-15 00:00:00+00:00,401.361,2014-10-22 00:00:00+00:00,True
short,2014-11-02 00:00:00+00:00,324.768,2014-11-09 00:00:00+00:00,True
short,2014-11-13 00:00:00+00:00,421.391,2014-11-20 00:00:00+00:00,True
short,2014-11-22 00:00:00+00:00,351.329,2014-11-29 00:00:00+00:00,True
short,2014-12-03 00:00:00+00:00,381.711,2014-12-10 00:00:00+00:00,True
short,2014-12-19 00:00:00+00:00,311.629,2014-12-26 00:00:00+00:00,True
short,2014-12-24 00:00:00+00:00,334.702,2014-12-31 00:00:00+00:00,True
short,2015-01-05 00:00:00+00:00,264.201,2015-01-12 00:00:00+00:00,True
short,2015-01-15 00:00:00+00:00,178.795,2015-01-22 00:00:00+00:00,True
short,2015-01-27 00:00:00+00:00,273.388,2015-02-03 00:00:00+00:00,True
short,2015-02-06 00:00:00+00:00,216.969,2015-02-13 00:00:00+00:00,True
short,2015-02-15 00:00:00+00:00,257.747,2015-02-22 00:00:00+00:00,True
short,2015-03-12 00:00:00+00:00,296.468,2015-03-19 00:00:00+00:00,True
short,2015-03-30 00:00:00+00:00,242.637,2015-04-06 00:00:00+00:00,True
short,2015-04-06 00:00:00+00:00,260.451,2015-04-13 00:00:00+00:00,True
short,2015-04-15 00:00:00+00:00,219.163,2015-04-22 00:00:00+00:00,True
short,2015-04-24 00:00:00+00:00,236.475,2015-05-01 00:00:00+00:00,True
short,2015-04-27 00:00:00+00:00,219.391,2015-05-04 00:00:00+00:00,True
short,2015-05-09 00:00:00+00:00,243.94,2015-05-16 00:00:00+00:00,True
short,2015-05-20 00:00:00+00:00,231.936,2015-05-27 00:00:00+00:00,True
short,2015-05-25 00:00:00+00:00,240.95,2015-06-01 00:00:00+00:00,True
short,2015-06-02 00:00:00+00:00,222.926,2015-06-09 00:00:00+00:00,True
short,2015-06-17 00:00:00+00:00,250.431,2015-06-24 00:00:00+00:00,True
short,2015-06-25 00:00:00+00:00,240.525,2015-07-02 00:00:00+00:00,True
short,2015-07-13 00:00:00+00:00,311.024,2015-07-20 00:00:00+00:00,True
short,2015-07-20 00:00:00+00:00,273.469,2015-07-27 00:00:00+00:00,True
short,2015-07-29 00:00:00+00:00,294.411,2015-08-05 00:00:00+00:00,True
short,2015-08-09 00:00:00+00:00,260.769,2015-08-16 00:00:00+00:00,True
short,2015-08-25 00:00:00+00:00,211.394,2015-09-01 00:00:00+00:00,True
short,2015-09-09 00:00:00+00:00,243.618,2015-09-16 00:00:00+00:00,True
short,2015-09-22 00:00:00+00:00,226.888,2015-09-29 00:00:00+00:00,True
short,2015-11-05 00:00:00+00:00,408.892,2015-11-12 00:00:00+00:00,True
short,2015-11-12 00:00:00+00:00,310.995,2015-11-19 00:00:00+00:00,True
short,2015-11-25 00:00:00+00:00,320.041,2015-12-02 00:00:00+00:00,True
short,2015-12-16 00:00:00+00:00,464.106,2015-12-23 00:00:00+00:00,True
short,2015-12-27 00:00:00+00:00,417.869,2016-01-03 00:00:00+00:00,True
short,2016-01-08 00:00:00+00:00,458.655,2016-01-15 00:00:00+00:00,True
short,2016-01-16 00:00:00+00:00,365.662,2016-01-23 00:00:00+00:00,True
short,2016-02-01 00:00:00+00:00,368.661,2016-02-08 00:00:00+00:00,True
short,2016-02-05 00:00:00+00:00,389.588,2016-02-12 00:00:00+00:00,True
short,2016-02-22 00:00:00+00:00,438.674,2016-02-29 00:00:00+00:00,True
short,2016-03-01 00:00:00+00:00,438.156,2016-03-08 00:00:00+00:00,True
short,2016-03-06 00:00:00+00:00,400.845,2016-03-13 00:00:00+00:00,True
short,2016-03-12 00:00:00+00:00,421.572,2016-03-19 00:00:00+00:00,True
short,2016-03-19 00:00:00+00:00,409.636,2016-03-26 00:00:00+00:00,True
short,2016-03-28 00:00:00+00:00,426.819,2016-04-04 00:00:00+00:00,True
short,2016-03-31 00:00:00+00:00,414.867,2016-04-07 00:00:00+00:00,True
short,2016-04-10 00:00:00+00:00,419.342,2016-04-17 00:00:00+00:00,True
short,2016-04-27 00:00:00+00:00,466.176,2016-05-04 00:00:00+00:00,True
short,2016-05-10 00:00:00+00:00,460.451,2016-05-17 00:00:00+00:00,True
short,2016-05-23 00:00:00+00:00,439.442,2016-05-30 00:00:00+00:00,True
short,2016-06-17 00:00:00+00:00,766.15,2016-06-24 00:00:00+00:00,True
short,2016-06-23 00:00:00+00:00,588.221,2016-06-30 00:00:00+00:00,True
short,2016-07-03 00:00:00+00:00,703.288,2016-07-10 00:00:00+00:00,True
short,2016-07-08 00:00:00+00:00,639.667,2016-07-15 00:00:00+00:00,True
short,2016-07-18 00:00:00+00:00,678.84,2016-07-25 00:00:00+00:00,True
short,2016-07-23 00:00:00+00:00,650.521,2016-07-30 00:00:00+00:00,True
short,2016-08-03 00:00:00+00:00,543.942,2016-08-10 00:00:00+00:00,True
short,2016-08-16 00:00:00+00:00,567.112,2016-08-23 00:00:00+00:00,True
short,2016-08-23 00:00:00+00:00,586.839,2016-08-30 00:00:00+00:00,True
short,2016-08-28 00:00:00+00:00,570.164,2016-09-04 00:00:00+00:00,True
short,2016-09-09 00:00:00+00:00,626.433,2016-09-16 00:00:00+00:00,True
short,2016-09-23 00:00:00+00:00,596.248,2016-09-30 00:00:00+00:00,True
short,2016-10-12 00:00:00+00:00,641.512,2016-10-19 00:00:00+00:00,True
short,2016-10-20 00:00:00+00:00,630.547,2016-10-27 00:00:00+00:00,True
short,2016-11-03 00:00:00+00:00,739.182,2016-11-10 00:00:00+00:00,True
short,2016-11-14 00:00:00+00:00,702.087,2016-11-21 00:00:00+00:00,True
short,2016-11-19 00:00:00+00:00,751.778,2016-11-26 00:00:00+00:00,True
short,2016-12-03 00:00:00+00:00,777.7089999999998,2016-12-10 00:00:00+00:00,True
short,2017-01-05 00:00:00+00:00,1153.54,2017-01-12 00:00:00+00:00,True
short,2017-01-12 00:00:00+00:00,778.8859999999999,2017-01-19 00:00:00+00:00,True
short,2017-01-23 00:00:00+00:00,923.612,2017-01-30 00:00:00+00:00,True
short,2017-02-09 00:00:00+00:00,1062.99,2017-02-16 00:00:00+00:00,True
short,2017-02-11 00:00:00+00:00,989.841,2017-02-18 00:00:00+00:00,True
short,2017-03-04 00:00:00+00:00,1275.14,2017-03-11 00:00:00+00:00,True
short,2017-03-16 00:00:00+00:00,1249.56,2017-03-23 00:00:00+00:00,True
short,2017-03-25 00:00:00+00:00,935.192,2017-04-01 00:00:00+00:00,True
short,2017-04-15 00:00:00+00:00,1167.81,2017-04-22 00:00:00+00:00,True
short,2017-05-25 00:00:00+00:00,2447.51,2017-06-01 00:00:00+00:00,True
short,2017-05-28 00:00:00+00:00,2027.72,2017-06-04 00:00:00+00:00,True
short,2017-06-12 00:00:00+00:00,2964.08,2017-06-19 00:00:00+00:00,True
short,2017-06-16 00:00:00+00:00,2459.19,2017-06-23 00:00:00+00:00,True
short,2017-06-24 00:00:00+00:00,2740.77,2017-07-01 00:00:00+00:00,True
short,2017-06-27 00:00:00+00:00,2421.54,2017-07-04 00:00:00+00:00,True
short,2017-07-07 00:00:00+00:00,2610.6,2017-07-14 00:00:00+00:00,True
short,2017-07-17 00:00:00+00:00,1922.72,2017-07-24 00:00:00+00:00,True
short,2017-07-23 00:00:00+00:00,2810.37,2017-07-30 00:00:00+00:00,True
short,2017-08-17 00:00:00+00:00,4374.59,2017-08-24 00:00:00+00:00,True
short,2017-08-22 00:00:00+00:00,4001.47,2017-08-29 00:00:00+00:00,True
short,2017-09-02 00:00:00+00:00,4879.76,2017-09-09 00:00:00+00:00,True
short,2017-09-15 00:00:00+00:00,3153.86,2017-09-22 00:00:00+00:00,True
short,2017-10-22 00:00:00+00:00,6035.445672707,2017-10-29 00:00:00+00:00,True
short,2017-10-25 00:00:00+00:00,5526.928735913,2017-11-01 00:00:00+00:00,True
short,2017-11-09 00:00:00+00:00,7486.64879677,2017-11-16 00:00:00+00:00,True
short,2017-11-13 00:00:00+00:00,5991.383038848,2017-11-20 00:00:00+00:00,True
short,2017-12-08 00:00:00+00:00,18074.175480727,2017-12-15 00:00:00+00:00,True
short,2017-12-17 00:00:00+00:00,19427.474509164,2017-12-24 00:00:00+00:00,True
short,2017-12-23 00:00:00+00:00,13693.825728522,2017-12-30 00:00:00+00:00,True
short,2017-12-31 00:00:00+00:00,12732.356011521,2018-01-07 00:00:00+00:00,True
short,2018-01-07 00:00:00+00:00,17162.016412946,2018-01-14 00:00:00+00:00,True
