term,split,kind,bodies,family,events,pivot_matches,match_rate,calendar_baseline,lift,interpretation
short,test,aspect,Venus/Uranus,square,9,5,0.5555555555555556,0.4588235294117647,1.210826210826211,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Jupiter,conjunction,4,3,0.75,0.4588235294117647,1.6346153846153846,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Mars,square,4,1,0.25,0.4588235294117647,0.5448717948717949,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Neptune,quincunx,8,3,0.375,0.4588235294117647,0.8173076923076923,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Neptune,,2,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Moon/Neptune,,2,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Neptune,trine,5,3,0.6,0.4588235294117647,1.3076923076923077,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Uranus,trine,8,5,0.625,0.4588235294117647,1.3621794871794872,Descriptive retrospective association; no significance claim
short,test,aspect,Sun/Uranus,trine,7,2,0.2857142857142857,0.4588235294117647,0.6227106227106227,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Pluto,sextile,3,1,0.3333333333333333,0.4588235294117647,0.7264957264957265,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Neptune,quincunx,8,3,0.375,0.4588235294117647,0.8173076923076923,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Jupiter,conjunction,3,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Neptune,opposition,3,1,0.3333333333333333,0.4588235294117647,0.7264957264957265,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Uranus,quincunx,2,2,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Uranus,quincunx,6,2,0.3333333333333333,0.4588235294117647,0.7264957264957265,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Mars,sextile,10,2,0.2,0.4588235294117647,0.43589743589743596,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Uranus,trine,7,2,0.2857142857142857,0.4588235294117647,0.6227106227106227,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Saturn,conjunction,2,1,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,aspect,Sun/Neptune,opposition,3,1,0.3333333333333333,0.4588235294117647,0.7264957264957265,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Pluto,quincunx,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Sun/Uranus,quincunx,6,5,0.8333333333333334,0.4588235294117647,1.8162393162393164,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Neptune,opposition,3,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mercury/Sun,,5,1,0.2,0.4588235294117647,0.43589743589743596,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Uranus,opposition,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Saturn,semisextile,11,4,0.36363636363636365,0.4588235294117647,0.7925407925407926,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Uranus,quincunx,6,2,0.3333333333333333,0.4588235294117647,0.7264957264957265,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Neptune,square,6,4,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Pluto,semisextile,4,1,0.25,0.4588235294117647,0.5448717948717949,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Uranus,trine,3,1,0.3333333333333333,0.4588235294117647,0.7264957264957265,Descriptive retrospective association; no significance claim
short,test,aspect,Sun/Uranus,opposition,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Jupiter,trine,2,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Uranus,opposition,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,aspect,Sun/Mars,sextile,4,2,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,aspect,Sun/Saturn,semisextile,8,1,0.125,0.4588235294117647,0.27243589743589747,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Saturn,semisextile,9,7,0.7777777777777778,0.4588235294117647,1.6951566951566952,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Mars,sextile,3,3,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Neptune,sextile,4,2,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Pluto,conjunction,2,1,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Saturn,conjunction,6,4,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Uranus,square,4,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Sun/Saturn,conjunction,4,1,0.25,0.4588235294117647,0.5448717948717949,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Jupiter,quincunx,2,1,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Saturn,conjunction,4,2,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Saturn,sextile,3,3,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Neptune,semisextile,4,1,0.25,0.4588235294117647,0.5448717948717949,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Mars,semisextile,6,2,0.3333333333333333,0.4588235294117647,0.7264957264957265,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Pluto,conjunction,4,2,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Uranus,sextile,6,4,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,ingress,Saturn,,2,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,24_band,Saturn,,10,4,0.4,0.4588235294117647,0.8717948717948719,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Moon/Saturn,,36,20,0.5555555555555556,0.4588235294117647,1.210826210826211,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Saturn/Venus,,6,5,0.8333333333333334,0.4588235294117647,1.8162393162393164,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Pluto,conjunction,5,1,0.2,0.4588235294117647,0.43589743589743596,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mercury/Saturn,,3,3,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Mars,semisextile,8,6,0.75,0.4588235294117647,1.6346153846153846,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Jupiter,opposition,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mercury/Venus,,4,1,0.25,0.4588235294117647,0.5448717948717949,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Saturn,square,3,1,0.3333333333333333,0.4588235294117647,0.7264957264957265,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Jupiter,opposition,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Neptune,conjunction,2,2,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Uranus,semisextile,6,4,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,aspect,Sun/Mars,semisextile,3,1,0.3333333333333333,0.4588235294117647,0.7264957264957265,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Moon/Venus,,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Venus/Mars,conjunction,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Saturn,trine,7,4,0.5714285714285714,0.4588235294117647,1.2454212454212454,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Uranus,conjunction,2,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Saturn,quincunx,3,1,0.3333333333333333,0.4588235294117647,0.7264957264957265,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Pluto,trine,3,1,0.3333333333333333,0.4588235294117647,0.7264957264957265,Descriptive retrospective association; no significance claim
short,test,aspect,Mercury/Mars,conjunction,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Saturn,opposition,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Pluto,quincunx,4,3,0.75,0.4588235294117647,1.6346153846153846,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Saturn/Sun,,4,2,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Moon/Saturn/Sun,,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Jupiter,sextile,4,2,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,aspect,Sun/Mars,conjunction,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Pluto,opposition,4,1,0.25,0.4588235294117647,0.5448717948717949,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Saturn,square,3,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Jupiter,semisextile,4,1,0.25,0.4588235294117647,0.5448717948717949,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Neptune,quincunx,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Neptune,opposition,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Pluto,trine,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Mars/Jupiter,conjunction,2,2,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Jupiter/Mars,,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Jupiter/Mars/Moon,,2,2,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,24_band,Uranus,,4,3,0.75,0.4588235294117647,1.6346153846153846,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Moon/Uranus,,55,33,0.6,0.4588235294117647,1.3076923076923077,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Sun/Uranus,,7,3,0.42857142857142855,0.4588235294117647,0.9340659340659341,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Moon/Sun/Uranus,,2,2,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mercury/Uranus,,4,2,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Jupiter/Moon/Uranus,,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Jupiter/Uranus,,2,2,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Uranus/Venus,,4,2,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Uranus,,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Moon/Uranus,,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mercury/Moon/Uranus,,2,1,0.5,0.4588235294117647,1.0897435897435899,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Jupiter/Venus,,5,3,0.6,0.4588235294117647,1.3076923076923077,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Jupiter/Moon/Venus,,4,3,0.75,0.4588235294117647,1.6346153846153846,Descriptive retrospective association; no significance claim
short,test,aspect,Saturn/Pluto,semisextile,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Pluto,square,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Saturn,sextile,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Saturn,,5,4,0.8,0.4588235294117647,1.7435897435897438,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Moon/Saturn,,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Sun,,3,3,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Mercury,,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Sun/Uranus/Venus,,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Pluto,sextile,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mercury/Moon/Sun,,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Saturn,semisextile,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Neptune,square,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Moon/Saturn/Venus,,3,3,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Jupiter/Sun,,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Jupiter/Moon/Sun,,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Neptune,sextile,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Jupiter/Mars/Mercury,,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Jupiter/Mars/Mercury/Moon,,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Moon/Sun/Venus,,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Neptune,semisextile,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Saturn/Sun/Venus,,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Uranus,sextile,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Neptune,conjunction,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Saturn/Neptune,semisextile,3,2,0.6666666666666666,0.4588235294117647,1.452991452991453,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Mercury/Uranus,,2,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Mercury/Moon/Uranus,,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Sun/Uranus,,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Uranus,semisextile,2,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,ingress,Pluto,,5,1,0.2,0.4588235294117647,0.43589743589743596,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Saturn/Uranus,,2,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Moon/Saturn/Uranus,,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mars/Mercury/Saturn,,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,aspect,Jupiter/Uranus,conjunction,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Jupiter/Sun/Venus,,1,1,1.0,0.4588235294117647,2.1794871794871797,Descriptive retrospective association; no significance claim
short,test,ingress,Neptune,,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,aspect,Saturn/Uranus,sextile,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
short,test,simultaneous_24,Mercury/Saturn/Venus,,1,0,0.0,0.4588235294117647,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Uranus/Moon,square,80,22,0.275,0.24635036496350365,1.1162962962962963,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Moon,conjunction,37,10,0.2702702702702703,0.24635036496350365,1.0970970970970972,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Pluto/Moon,conjunction,40,11,0.275,0.24635036496350365,1.1162962962962963,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mars/Moon,square,77,20,0.2597402597402597,0.24635036496350365,1.0543530543530542,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Moon,conjunction,37,9,0.24324324324324326,0.24635036496350365,0.9873873873873874,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Pluto,conjunction,3,1,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Jupiter/Moon,opposition,40,12,0.3,0.24635036496350365,1.2177777777777776,Descriptive retrospective association; no significance claim
intermediate,validation,24_band,Mars,,56,18,0.32142857142857145,0.24635036496350365,1.3047619047619048,Descriptive retrospective association; no significance claim
intermediate,validation,24_band,Moon,,640,159,0.2484375,0.24635036496350365,1.0084722222222222,Descriptive retrospective association; no significance claim
intermediate,validation,simultaneous_24,Mars/Moon,,23,7,0.30434782608695654,0.24635036496350365,1.235426731078905,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Saturn/Moon,sextile,80,18,0.225,0.24635036496350365,0.9133333333333333,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Moon,conjunction,37,11,0.2972972972972973,0.24635036496350365,1.2068068068068067,Descriptive retrospective association; no significance claim
intermediate,validation,ingress,Moon,,482,120,0.24896265560165975,0.24635036496350365,1.0106039649608114,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Neptune/Moon,semisextile,80,15,0.1875,0.24635036496350365,0.7611111111111111,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Mars,square,2,1,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Uranus/Moon,sextile,80,18,0.225,0.24635036496350365,0.9133333333333333,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Jupiter,opposition,3,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Pluto/Moon,semisextile,80,20,0.25,0.24635036496350365,1.0148148148148148,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mars/Moon,trine,77,22,0.2857142857142857,0.24635036496350365,1.1597883597883598,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Moon,semisextile,74,21,0.28378378378378377,0.24635036496350365,1.1519519519519519,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Jupiter/Moon,quincunx,80,22,0.275,0.24635036496350365,1.1162962962962963,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Moon,semisextile,74,21,0.28378378378378377,0.24635036496350365,1.1519519519519519,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Saturn/Moon,square,80,18,0.225,0.24635036496350365,0.9133333333333333,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Moon,semisextile,73,21,0.2876712328767123,0.24635036496350365,1.167732115677321,Descriptive retrospective association; no significance claim
intermediate,validation,24_band,Mercury,,101,22,0.21782178217821782,0.24635036496350365,0.8841950861752842,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Neptune/Moon,conjunction,40,9,0.225,0.24635036496350365,0.9133333333333333,Descriptive retrospective association; no significance claim
intermediate,validation,simultaneous_24,Mercury/Moon,,30,4,0.13333333333333333,0.24635036496350365,0.5412345679012346,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Uranus/Moon,semisextile,80,17,0.2125,0.24635036496350365,0.8625925925925926,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Pluto/Moon,sextile,81,18,0.2222222222222222,0.24635036496350365,0.9020576131687242,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mars/Moon,quincunx,77,19,0.24675324675324675,0.24635036496350365,1.0016354016354017,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Moon,sextile,75,21,0.28,0.24635036496350365,1.1365925925925926,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Jupiter/Moon,trine,80,20,0.25,0.24635036496350365,1.0148148148148148,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Jupiter,opposition,3,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Moon,sextile,74,20,0.2702702702702703,0.24635036496350365,1.0970970970970972,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Saturn/Moon,trine,80,20,0.25,0.24635036496350365,1.0148148148148148,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Saturn,sextile,10,2,0.2,0.24635036496350365,0.8118518518518519,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Moon,sextile,74,21,0.28378378378378377,0.24635036496350365,1.1519519519519519,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Uranus/Moon,conjunction,40,8,0.2,0.24635036496350365,0.8118518518518519,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Pluto/Moon,square,80,18,0.225,0.24635036496350365,0.9133333333333333,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mars/Moon,opposition,38,10,0.2631578947368421,0.24635036496350365,1.0682261208576997,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Venus,conjunction,8,2,0.25,0.24635036496350365,1.0148148148148148,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Jupiter/Moon,square,80,19,0.2375,0.24635036496350365,0.964074074074074,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Moon,square,74,17,0.22972972972972974,0.24635036496350365,0.9325325325325325,Descriptive retrospective association; no significance claim
intermediate,validation,24_band,Sun,,90,27,0.3,0.24635036496350365,1.2177777777777776,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Saturn/Moon,quincunx,80,22,0.275,0.24635036496350365,1.1162962962962963,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Moon,square,74,19,0.25675675675675674,0.24635036496350365,1.0422422422422422,Descriptive retrospective association; no significance claim
intermediate,validation,simultaneous_24,Moon/Sun,,18,5,0.2777777777777778,0.24635036496350365,1.1275720164609053,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Moon,square,74,18,0.24324324324324326,0.24635036496350365,0.9873873873873874,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mars/Jupiter,square,5,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Neptune/Moon,sextile,80,20,0.25,0.24635036496350365,1.0148148148148148,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Pluto/Moon,trine,80,21,0.2625,0.24635036496350365,1.0655555555555556,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Jupiter/Moon,sextile,79,19,0.24050632911392406,0.24635036496350365,0.9762775433661509,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Moon,trine,74,15,0.20270270270270271,0.24635036496350365,0.8228228228228228,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Saturn/Moon,opposition,40,11,0.275,0.24635036496350365,1.1162962962962963,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Moon,trine,74,17,0.22972972972972974,0.24635036496350365,0.9325325325325325,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Saturn,sextile,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Moon,trine,74,17,0.22972972972972974,0.24635036496350365,0.9325325325325325,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Venus,conjunction,3,1,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Saturn,sextile,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Neptune/Moon,square,80,21,0.2625,0.24635036496350365,1.0655555555555556,Descriptive retrospective association; no significance claim
intermediate,validation,ingress,Mercury,,43,10,0.23255813953488372,0.24635036496350365,0.9440137812230835,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Pluto/Moon,quincunx,80,21,0.2625,0.24635036496350365,1.0655555555555556,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Jupiter/Moon,semisextile,80,20,0.25,0.24635036496350365,1.0148148148148148,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Moon,quincunx,74,15,0.20270270270270271,0.24635036496350365,0.8228228228228228,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Moon,quincunx,74,17,0.22972972972972974,0.24635036496350365,0.9325325325325325,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Neptune,semisextile,8,3,0.375,0.24635036496350365,1.5222222222222221,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Neptune/Moon,trine,81,23,0.2839506172839506,0.24635036496350365,1.1526291723822588,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Moon,quincunx,74,17,0.22972972972972974,0.24635036496350365,0.9325325325325325,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Pluto/Moon,opposition,40,12,0.3,0.24635036496350365,1.2177777777777776,Descriptive retrospective association; no significance claim
intermediate,validation,24_band,Venus,,91,22,0.24175824175824176,0.24635036496350365,0.9813593813593814,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Jupiter/Moon,conjunction,40,12,0.3,0.24635036496350365,1.2177777777777776,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Moon,opposition,37,8,0.21621621621621623,0.24635036496350365,0.8776776776776777,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Moon,opposition,37,8,0.21621621621621623,0.24635036496350365,0.8776776776776777,Descriptive retrospective association; no significance claim
intermediate,validation,simultaneous_24,Moon/Venus,,23,4,0.17391304347826086,0.24635036496350365,0.7059581320450885,Descriptive retrospective association; no significance claim
