term,split,kind,bodies,family,events,pivot_matches,match_rate,calendar_baseline,lift,interpretation
short,validation,aspect,Uranus/Moon,square,80,37,0.4625,0.4206204379562044,1.0995661605206073,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Moon,conjunction,37,17,0.4594594594594595,0.4206204379562044,1.0923374567626194,Descriptive retrospective association; no significance claim
short,validation,aspect,Pluto/Moon,conjunction,40,20,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Moon,square,77,38,0.4935064935064935,0.4206204379562044,1.173282249204158,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Moon,conjunction,37,16,0.43243243243243246,0.4206204379562044,1.0280823122471712,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Pluto,conjunction,3,2,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Jupiter/Moon,opposition,40,14,0.35,0.4206204379562044,0.8321041214750541,Descriptive retrospective association; no significance claim
short,validation,24_band,Mars,,56,35,0.625,0.4206204379562044,1.4859002169197395,Descriptive retrospective association; no significance claim
short,validation,24_band,Moon,,640,272,0.425,0.4206204379562044,1.0104121475054229,Descriptive retrospective association; no significance claim
short,validation,simultaneous_24,Mars/Moon,,23,15,0.6521739130434783,0.4206204379562044,1.5505045741771195,Descriptive retrospective association; no significance claim
short,validation,aspect,Saturn/Moon,sextile,80,39,0.4875,0.4206204379562044,1.1590021691973968,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Moon,conjunction,37,16,0.43243243243243246,0.4206204379562044,1.0280823122471712,Descriptive retrospective association; no significance claim
short,validation,ingress,Moon,,482,204,0.42323651452282157,0.4206204379562044,1.0062195659805042,Descriptive retrospective association; no significance claim
short,validation,aspect,Neptune/Moon,semisextile,80,32,0.4,0.4206204379562044,0.9509761388286334,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Mars,square,2,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
short,validation,aspect,Uranus/Moon,sextile,80,32,0.4,0.4206204379562044,0.9509761388286334,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Jupiter,opposition,3,1,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Pluto/Moon,semisextile,80,35,0.4375,0.4206204379562044,1.0401301518438177,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Moon,trine,77,28,0.36363636363636365,0.4206204379562044,0.8645237625714849,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Moon,semisextile,74,27,0.36486486486486486,0.4206204379562044,0.8674444509585507,Descriptive retrospective association; no significance claim
short,validation,aspect,Jupiter/Moon,quincunx,80,29,0.3625,0.4206204379562044,0.861822125813449,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Moon,semisextile,74,29,0.3918918918918919,0.4206204379562044,0.9316995954739988,Descriptive retrospective association; no significance claim
short,validation,aspect,Saturn/Moon,square,80,33,0.4125,0.4206204379562044,0.9806941431670281,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Moon,semisextile,73,29,0.3972602739726027,0.4206204379562044,0.9444626036311768,Descriptive retrospective association; no significance claim
short,validation,24_band,Mercury,,101,38,0.37623762376237624,0.4206204379562044,0.8944825068190115,Descriptive retrospective association; no significance claim
short,validation,aspect,Neptune/Moon,conjunction,40,18,0.45,0.4206204379562044,1.0698481561822126,Descriptive retrospective association; no significance claim
short,validation,simultaneous_24,Mercury/Moon,,30,14,0.4666666666666667,0.4206204379562044,1.109472161966739,Descriptive retrospective association; no significance claim
short,validation,aspect,Uranus/Moon,semisextile,80,27,0.3375,0.4206204379562044,0.8023861171366594,Descriptive retrospective association; no significance claim
short,validation,aspect,Pluto/Moon,sextile,81,39,0.48148148148148145,0.4206204379562044,1.1446935004418735,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Moon,quincunx,77,29,0.37662337662337664,0.4206204379562044,0.8953996112347522,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Moon,sextile,75,29,0.38666666666666666,0.4206204379562044,0.9192769342010122,Descriptive retrospective association; no significance claim
short,validation,aspect,Jupiter/Moon,trine,80,29,0.3625,0.4206204379562044,0.861822125813449,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Jupiter,opposition,3,2,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Moon,sextile,74,29,0.3918918918918919,0.4206204379562044,0.9316995954739988,Descriptive retrospective association; no significance claim
short,validation,aspect,Saturn/Moon,trine,80,33,0.4125,0.4206204379562044,0.9806941431670281,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Saturn,sextile,10,3,0.3,0.4206204379562044,0.713232104121475,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Moon,sextile,74,26,0.35135135135135137,0.4206204379562044,0.8353168787008266,Descriptive retrospective association; no significance claim
short,validation,aspect,Uranus/Moon,conjunction,40,16,0.4,0.4206204379562044,0.9509761388286334,Descriptive retrospective association; no significance claim
short,validation,aspect,Pluto/Moon,square,80,35,0.4375,0.4206204379562044,1.0401301518438177,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Moon,opposition,38,19,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Venus,conjunction,8,4,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Jupiter/Moon,square,80,35,0.4375,0.4206204379562044,1.0401301518438177,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Moon,square,74,32,0.43243243243243246,0.4206204379562044,1.0280823122471712,Descriptive retrospective association; no significance claim
short,validation,24_band,Sun,,90,46,0.5111111111111111,0.4206204379562044,1.2151361773921425,Descriptive retrospective association; no significance claim
short,validation,aspect,Saturn/Moon,quincunx,80,31,0.3875,0.4206204379562044,0.9212581344902385,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Moon,square,74,29,0.3918918918918919,0.4206204379562044,0.9316995954739988,Descriptive retrospective association; no significance claim
short,validation,simultaneous_24,Moon/Sun,,18,11,0.6111111111111112,0.4206204379562044,1.452880212099301,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Moon,square,74,30,0.40540540540540543,0.4206204379562044,0.9638271677317231,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Jupiter,square,5,1,0.2,0.4206204379562044,0.4754880694143167,Descriptive retrospective association; no significance claim
short,validation,aspect,Neptune/Moon,sextile,80,34,0.425,0.4206204379562044,1.0104121475054229,Descriptive retrospective association; no significance claim
short,validation,aspect,Pluto/Moon,trine,80,35,0.4375,0.4206204379562044,1.0401301518438177,Descriptive retrospective association; no significance claim
short,validation,aspect,Jupiter/Moon,sextile,79,38,0.4810126582278481,0.4206204379562044,1.1435789011230402,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Moon,trine,74,29,0.3918918918918919,0.4206204379562044,0.9316995954739988,Descriptive retrospective association; no significance claim
short,validation,aspect,Saturn/Moon,opposition,40,12,0.3,0.4206204379562044,0.713232104121475,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Moon,trine,74,38,0.5135135135135135,0.4206204379562044,1.2208477457935156,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Saturn,sextile,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Moon,trine,74,34,0.4594594594594595,0.4206204379562044,1.0923374567626194,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Venus,conjunction,3,3,1.0,0.4206204379562044,2.3774403470715835,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Saturn,sextile,6,1,0.16666666666666666,0.4206204379562044,0.3962400578452639,Descriptive retrospective association; no significance claim
short,validation,aspect,Neptune/Moon,square,80,31,0.3875,0.4206204379562044,0.9212581344902385,Descriptive retrospective association; no significance claim
short,validation,ingress,Mercury,,43,17,0.3953488372093023,0.4206204379562044,0.9399182767492306,Descriptive retrospective association; no significance claim
short,validation,aspect,Pluto/Moon,quincunx,80,31,0.3875,0.4206204379562044,0.9212581344902385,Descriptive retrospective association; no significance claim
short,validation,aspect,Jupiter/Moon,semisextile,80,41,0.5125,0.4206204379562044,1.2184381778741864,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Moon,quincunx,74,36,0.4864864864864865,0.4206204379562044,1.1565926012780676,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Moon,quincunx,74,36,0.4864864864864865,0.4206204379562044,1.1565926012780676,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Neptune,semisextile,8,2,0.25,0.4206204379562044,0.5943600867678959,Descriptive retrospective association; no significance claim
short,validation,aspect,Neptune/Moon,trine,81,34,0.41975308641975306,0.4206204379562044,0.997937923462146,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Moon,quincunx,74,33,0.44594594594594594,0.4206204379562044,1.0602098845048953,Descriptive retrospective association; no significance claim
short,validation,aspect,Pluto/Moon,opposition,40,13,0.325,0.4206204379562044,0.7726681127982646,Descriptive retrospective association; no significance claim
short,validation,24_band,Venus,,91,31,0.34065934065934067,0.4206204379562044,0.8098972610903197,Descriptive retrospective association; no significance claim
short,validation,aspect,Jupiter/Moon,conjunction,40,18,0.45,0.4206204379562044,1.0698481561822126,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Moon,opposition,37,15,0.40540540540540543,0.4206204379562044,0.9638271677317231,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Moon,opposition,37,17,0.4594594594594595,0.4206204379562044,1.0923374567626194,Descriptive retrospective association; no significance claim
short,validation,simultaneous_24,Moon/Venus,,23,9,0.391304347826087,0.4206204379562044,0.9303027445062718,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Mars,square,5,4,0.8,0.4206204379562044,1.9019522776572668,Descriptive retrospective association; no significance claim
short,validation,aspect,Neptune/Moon,quincunx,80,37,0.4625,0.4206204379562044,1.0995661605206073,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Uranus,sextile,10,4,0.4,0.4206204379562044,0.9509761388286334,Descriptive retrospective association; no significance claim
short,validation,aspect,Uranus/Moon,trine,80,31,0.3875,0.4206204379562044,0.9212581344902385,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Moon,opposition,37,19,0.5135135135135135,0.4206204379562044,1.2208477457935156,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Moon,sextile,77,35,0.45454545454545453,0.4206204379562044,1.080654703214356,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Pluto,semisextile,8,4,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Neptune/Moon,opposition,40,17,0.425,0.4206204379562044,1.0104121475054229,Descriptive retrospective association; no significance claim
short,validation,aspect,Uranus/Moon,quincunx,80,39,0.4875,0.4206204379562044,1.1590021691973968,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Jupiter,quincunx,6,1,0.16666666666666666,0.4206204379562044,0.3962400578452639,Descriptive retrospective association; no significance claim
short,validation,ingress,Sun,,36,12,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Moon,semisextile,77,30,0.38961038961038963,0.4206204379562044,0.9262754598980195,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Venus,semisextile,18,11,0.6111111111111112,0.4206204379562044,1.452880212099301,Descriptive retrospective association; no significance claim
short,validation,aspect,Uranus/Moon,opposition,40,23,0.575,0.4206204379562044,1.3670281995661604,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Moon,conjunction,38,17,0.4473684210526316,0.4206204379562044,1.0635917342162347,Descriptive retrospective association; no significance claim
short,validation,aspect,Saturn/Moon,semisextile,80,34,0.425,0.4206204379562044,1.0104121475054229,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Neptune,semisextile,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Mars,trine,2,1,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Saturn,square,8,3,0.375,0.4206204379562044,0.8915401301518437,Descriptive retrospective association; no significance claim
short,validation,aspect,Saturn/Moon,conjunction,40,21,0.525,0.4206204379562044,1.2481561822125813,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Uranus,sextile,6,1,0.16666666666666666,0.4206204379562044,0.3962400578452639,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Saturn,semisextile,2,1,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,station,Venus,,3,3,1.0,0.4206204379562044,2.3774403470715835,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Jupiter,quincunx,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Pluto,semisextile,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Venus,semisextile,7,5,0.7142857142857143,0.4206204379562044,1.6981716764797024,Descriptive retrospective association; no significance claim
short,validation,station,Mercury,,18,7,0.3888888888888889,0.4206204379562044,0.9245601349722824,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Saturn,square,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Mars,trine,2,2,1.0,0.4206204379562044,2.3774403470715835,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Mercury,conjunction,19,4,0.21052631578947367,0.4206204379562044,0.500513757278228,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Neptune,conjunction,3,2,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Jupiter/Uranus,square,1,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Jupiter,trine,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Uranus,semisextile,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,station,Mars,,2,1,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,station,Saturn,,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Pluto,sextile,6,1,0.16666666666666666,0.4206204379562044,0.3962400578452639,Descriptive retrospective association; no significance claim
short,validation,ingress,Venus,,38,19,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,station,Jupiter,,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Neptune,semisextile,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Saturn,trine,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Mars,quincunx,2,1,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Jupiter,quincunx,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Uranus,sextile,6,4,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Pluto,semisextile,7,3,0.42857142857142855,0.4206204379562044,1.0189030058878215,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Neptune,conjunction,5,1,0.2,0.4206204379562044,0.4754880694143167,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Jupiter,trine,8,2,0.25,0.4206204379562044,0.5943600867678959,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Uranus,semisextile,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Pluto,sextile,10,5,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Mars,trine,3,3,1.0,0.4206204379562044,2.3774403470715835,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Saturn,square,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Jupiter,square,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Uranus,conjunction,3,1,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Mars,quincunx,2,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Saturn,trine,6,4,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Pluto,square,6,1,0.16666666666666666,0.4206204379562044,0.3962400578452639,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Mars,opposition,1,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Saturn,quincunx,6,5,0.8333333333333334,0.4206204379562044,1.9812002892263196,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Neptune,conjunction,3,3,1.0,0.4206204379562044,2.3774403470715835,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Jupiter,square,8,4,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Uranus,conjunction,3,1,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,station,Pluto,,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Pluto,square,8,2,0.25,0.4206204379562044,0.5943600867678959,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Mars,opposition,1,1,1.0,0.4206204379562044,2.3774403470715835,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Jupiter,trine,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Uranus,semisextile,8,4,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Pluto,sextile,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Saturn,quincunx,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Mars,quincunx,2,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Uranus,opposition,2,1,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Pluto,square,6,1,0.16666666666666666,0.4206204379562044,0.3962400578452639,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Saturn,trine,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Neptune,sextile,7,3,0.42857142857142855,0.4206204379562044,1.0189030058878215,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Neptune,sextile,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Pluto,trine,6,4,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Jupiter,sextile,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Saturn,opposition,3,2,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Pluto,trine,6,1,0.16666666666666666,0.4206204379562044,0.3962400578452639,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Jupiter,sextile,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Saturn,opposition,3,2,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Mars,opposition,1,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Neptune,square,8,4,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Pluto,square,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Pluto,quincunx,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Venus,sextile,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Uranus,conjunction,3,2,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Jupiter,semisextile,7,3,0.42857142857142855,0.4206204379562044,1.0189030058878215,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Jupiter,square,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Saturn,quincunx,6,4,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Neptune,square,6,4,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Pluto,quincunx,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Neptune,sextile,7,1,0.14285714285714285,0.4206204379562044,0.33963433529594045,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Pluto,trine,6,1,0.16666666666666666,0.4206204379562044,0.3962400578452639,Descriptive retrospective association; no significance claim
short,validation,station,Neptune,,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Saturn,opposition,3,2,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,simultaneous_24,Mars/Venus,,1,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Jupiter,semisextile,5,1,0.2,0.4206204379562044,0.4754880694143167,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Jupiter,sextile,6,3,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Neptune,trine,6,1,0.16666666666666666,0.4206204379562044,0.3962400578452639,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Neptune,square,9,4,0.4444444444444444,0.4206204379562044,1.056640154254037,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Pluto,quincunx,6,5,0.8333333333333334,0.4206204379562044,1.9812002892263196,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Pluto,opposition,3,2,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Uranus,square,6,5,0.8333333333333334,0.4206204379562044,1.9812002892263196,Descriptive retrospective association; no significance claim
short,validation,clock_alignment,Mars/Saturn,clock coincidence,24,13,0.5416666666666666,0.4206204379562044,1.2877801879971076,Descriptive retrospective association; no significance claim
short,validation,ingress,Jupiter,,5,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
short,validation,24_band,Jupiter,,12,3,0.25,0.4206204379562044,0.5943600867678959,Descriptive retrospective association; no significance claim
short,validation,simultaneous_24,Jupiter/Moon,,34,7,0.20588235294117646,0.4206204379562044,0.4894730126323848,Descriptive retrospective association; no significance claim
short,validation,simultaneous_24,Jupiter/Mercury,,2,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Jupiter,semisextile,5,5,1.0,0.4206204379562044,2.3774403470715835,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Neptune,trine,8,3,0.375,0.4206204379562044,0.8915401301518437,Descriptive retrospective association; no significance claim
short,validation,station,Uranus,,6,4,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Pluto,opposition,3,1,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,simultaneous_24,Sun/Venus,,3,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Neptune,trine,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Jupiter,conjunction,2,1,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Uranus,square,6,4,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,ingress,Mars,,21,7,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Pluto,opposition,3,2,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Neptune,quincunx,6,1,0.16666666666666666,0.4206204379562044,0.3962400578452639,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Uranus,square,6,1,0.16666666666666666,0.4206204379562044,0.3962400578452639,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Jupiter,conjunction,4,2,0.5,0.4206204379562044,1.1887201735357917,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Mars,square,7,5,0.7142857142857143,0.4206204379562044,1.6981716764797024,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Neptune,quincunx,8,3,0.375,0.4206204379562044,0.8915401301518437,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Neptune,trine,4,1,0.25,0.4206204379562044,0.5943600867678959,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Uranus,trine,7,2,0.2857142857142857,0.4206204379562044,0.6792686705918809,Descriptive retrospective association; no significance claim
short,validation,aspect,Sun/Uranus,trine,5,4,0.8,0.4206204379562044,1.9019522776572668,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Pluto,sextile,3,1,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Neptune,quincunx,6,2,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Jupiter,conjunction,3,1,0.3333333333333333,0.4206204379562044,0.7924801156905278,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Neptune,opposition,3,2,0.6666666666666666,0.4206204379562044,1.5849602313810556,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Uranus,quincunx,4,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Uranus,quincunx,8,1,0.125,0.4206204379562044,0.29718004338394793,Descriptive retrospective association; no significance claim
short,validation,aspect,Mercury/Mars,sextile,7,3,0.42857142857142855,0.4206204379562044,1.0189030058878215,Descriptive retrospective association; no significance claim
short,validation,aspect,Venus/Uranus,trine,7,3,0.42857142857142855,0.4206204379562044,1.0189030058878215,Descriptive retrospective association; no significance claim
short,validation,aspect,Mars/Saturn,conjunction,1,0,0.0,0.4206204379562044,0.0,Descriptive retrospective association; no significance claim
